ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AQUA,AqualisBraemar,Energy,4.5,4.4,4.48,10,,316.42,-0.0385,0.0321,0.18420000000000006,0.2177,0.2465,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1.0,Olav Vs gate 6,,Oil & Gas Equipment & Services,,4.68,5.0,3.6802172999999994,0.0010683761,0.0,,5.0,,24836.0,,4.68,4.0733333,0.005,5.0,,24836.0,,,,0.2,1591833600.0,1.040697,,,4.5,4.0,NOK,32889.0,,,,316423808.0,,,45676.0,4.7656339999999995,4.5,4.48,,385400.0,32889.0,5.0,32.142857,,,2.15,4.42,False,0.0427,402100.0,5.0,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.683,,0.18611999,185.39700000000002,0.2155844,,0.14,,70316400.0,,,0.6859999999999999,,,,1577750400.0,0.07898,12358000.0,0.201,,0.0644362,6.559767,0.58599,1640908800.0,1585612800.0,,,20787638.0,310910496.0,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,431.0,22.38806,,,,,
ARCHER,Archer,Energy,2.19,2.17,2.22,40,,323.98,0.0069,0.0046,-0.0641,-0.3113,-0.5229,HM 08,Energy,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1.0,Par la Ville Place,,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.175,2.175,2.3225942,,0.0,,2.23,,242897.0,,2.175,2.254394,,2.175,,242897.0,,,,,,2.852906,,,2.15,4.0,NOK,167594.0,,,,324174752.0,,,562751.0,0.38888526,2.15,2.22,,100400.0,167594.0,4.78,36.5,,,1.1,2.17,False,,503000.0,2.23,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.139,,-0.05722000000000001,10.068,-0.5342611999999999,,0.06,,148024992.0,,,0.732,,,,1577750400.0,0.12627,-47700000.0,-0.32299999999999995,,0.0644362,2.9918034,0.41856998,1640908800.0,1577750400.0,,,105861885.0,949430144.0,,1443398400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,4964.0,,,,,,
AZT,ArcticZymes Technologies,Health care,41.9,41.8,41.9,515,,2025.22,-0.052000000000000005,0.022,0.35600000000000004,7.8211,9.6345,9294,Healthcare,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",Tromso,47 77 64 89 00,Norway,[],http://arcticzymes.com,1.0,Sykehusveien 23,47 77 64 89 01,Biotechnology,PO Box 6463,44.2,43.6,,,0.0,,43.6,,,,44.2,,,43.6,,,,,,,,1.149418,,,41.1,2.0,NOK,223969.0,,,,2025224064.0,,,,19.461706,41.1,41.8,,,223969.0,43.6,,,,41.1,41.6,False,,,43.6,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,19.272000000000002,,0.12154999400000001,147.624,,,,,48334700.0,,,1.21,,,,1577750400.0,0.0896,12649000.0,0.26,,0.0644362,34.628098,0.3134,1640908800.0,1585612800.0,,,24481512.0,2005467776.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,36.0,161.15385,,,,,
ARCUS,Arcus,Consumer staples,41.0,40.8,41.0,71,,2779.83,-0.0049,0.0276,0.0486,0.1707,0.1804,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1.0,Destilleriveien 11,,Beverages—Wineries & Distilleries,Postbox 64,41.2,41.3,36.046043,0.04029126,0.64839995,,41.3,,34472.0,,41.2,39.457577,1.66,41.3,,34472.0,,,,1.66,1591833600.0,0.447647,,,40.5,2.0,NOK,23824.0,,,,2788541184.0,,,34249.0,0.9881786,40.5,40.9,,0.0,23824.0,42.0,12.27545,,,27.1,40.8,False,0.0403,0.0,41.3,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.6440000000000001,,0.0645,12.089,0.09866667,,3.34,,68013200.0,,,27.624000000000002,,,,1577750400.0,0.79032,182000000.0,2.5380000000000003,,0.0644362,1.4842166,0.15168999,1640908800.0,1585612800.0,,,25830157.0,4638706176.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,430.0,16.154451,,,,,
AFK,Arendals Fossekompani,Industrials,2900.0,2900.0,2960.0,12,,6349.32,-0.0068000000000000005,0.0284,0.0985,0.1269,0.1356,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1.0,Langbryggen 9,,Utilities—Renewable,,2920.0,2960.0,2602.029,0.019178081,,,3020.0,,130.0,,2920.0,2707.2727,56.0,2960.0,,130.0,,,,56.0,1588896000.0,0.27616199999999996,,,2880.0,2.0,NOK,55.0,,,,6359961088.0,,,103.0,1.370372,2880.0,2960.0,,2000.0,55.0,3180.0,,,,2100.0,2880.0,False,0.0187,1500.0,3020.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,1.261,,-0.00090000004,16.7,0.123076916,,,,2193090.0,,,1321.135,,,,1577750400.0,0.012560001000000001,-4194000.0,-1.9069999999999998,,0.0644362,2.1950822,0.86077005,1640908800.0,1585612800.0,,,298391.0,5852349952.0,,1524787200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,
ASETEK,Asetek,Information technology,62.8,62.1,62.8,158,,1585.6,0.0048,-0.0655,0.1018,1.0258,1.4154,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1.0,Assensvej 2,45 96 45 00 48,Computer Hardware,Aalborg East,62.5,62.5,42.487465,0.0018559999,0.0,,65.7,,49278.0,,62.5,57.45,0.11599999999999999,62.5,,49278.0,,,,,1493164800.0,0.688372,,,61.1,2.0,NOK,40920.0,,,,1607931136.0,,,63155.0,30.756731,61.1,62.9,,262100.0,40920.0,70.3,209.33333000000002,,,17.84,62.2,False,,89800.0,65.7,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASETEK.OL,finmb_25262375,no_market,,30.329,,-0.0097,899.3480000000001,2.2117164000000002,,0.3,,25604000.0,,,1.489,,,,1577750400.0,0.63678,-507000.0,-0.02,,0.0644362,42.175957000000004,0.008459999999999999,1640908800.0,1585612800.0,,,21892096.0,1585550976.0,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,97.0,,,,,,
ATEA,Atea,Information technology,107.0,106.8,107.0,261,,11767.13,0.0,-0.0093,0.0711,-0.168,-0.0485,0605,Technology,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1.0,Karvesvingen 5,,Information Technology Services,Box 6472 Etterstad,107.0,105.0,100.934784,0.06074766400000001,0.7065,,107.2,,81338.0,,107.0,101.29091,6.5,105.0,,81338.0,,,,6.5,1571875200.0,0.580813,,,105.0,2.0,NOK,42054.0,,,,11767110656.0,,,101427.0,0.31235692,105.0,107.2,,20000.0,42054.0,137.0,15.440116,,5.73,66.2,106.8,False,0.060700002999999995,264300.0,107.2,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATEA.OL,finmb_700601,no_market,,0.33899999999999997,,0.01354,12.360999999999999,-0.07758623,,6.93,,109973000.0,,,33.080999999999996,,,,1577750400.0,0.58987,510000000.0,4.601,,0.0644362,3.234485,0.25161999999999995,1640908800.0,1593475200.0,,,81691394.0,12781132800.0,,1149206400.0,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,7222.0,23.255816,,,,,
ATLA NOK,Atlantic Petroleum,Energy,6.94,6.96,7.26,3,,25.66,0.0358,,0.0146,-0.1159,,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1.0,Yviri vio Strond 4,,Oil & Gas E&P,PO Box 1228,6.7,6.28,7.0669565,,0.0,,6.94,,81.0,,6.7,6.846667,,6.28,,81.0,,,,,,1.421511,,,6.28,2.0,NOK,482.0,,,,24597720.0,,,1497.0,,6.28,7.24,,0.0,482.0,9.9,,,,5.05,6.96,False,,0.0,6.94,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0.0,,-0.18787879,,,,3697860.0,,,-6.497999999999999,,,,1577750400.0,0.02009,,-2.673,,0.0644362,,0.0,1640908800.0,1585612800.0,,,3510194.0,25663148.0,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1.0,,,,,,
ASA,Atlantic Sapphire,Consumer staples,117.0,117.0,117.5,313,,8340.47,-0.029,-0.064,-0.1613,-0.093,0.1723,6392,Consumer Defensive,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1.0,Daugstadvegen 445,,Farm Products,,120.5,123.0,116.73676,,0.0,,123.0,,36624.0,,120.5,129.95453999999998,,123.0,,36624.0,,,,,,1.307334,,,115.0,2.0,NOK,109380.0,,,,8340473344.0,,,75250.0,1505.5006,115.0,118.0,,,109380.0,146.0,,,,68.2,117.5,False,,,123.0,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASA.OL,finmb_367799271,no_market,,1508.652,,-2.3740099999999997,-746.177,0.20500004,,,,71286096.0,,,2.928,,,,1577750400.0,0.33597,-13152000.0,-0.193,,0.0644362,39.959015,0.0,1640908800.0,1577750400.0,,,35767773.0,8357933568.0,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,87.0,,,,,,
AURG,Aurskog Sparebank,Equity certificates,192.0,187.0,192.0,0,LP,617.12,,,0.0105,0.0738,0.1436,1930,Financial Services,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1.0,Senterveien 15,47 63 85 44 41,Banks—Regional,,192.0,192.0,188.92754,0.057291668,0.3089,,192.0,,55.0,,192.0,188.27272,11.0,192.0,,55.0,,,,11.0,1582761600.0,0.04593,,,192.0,2.0,NOK,10.0,,,,617122560.0,,,469.0,2.5717833,192.0,192.0,,37700.0,10.0,206.0,13.684961,,5.5,168.0,187.0,False,0.0573,22000.0,192.0,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AURG.OL,finmb_11340276,no_market,,13.829,,0.45536998,,0.08189738,,14.03,,3214180.0,,,402.525,,,,1577750400.0,0.00057,33194000.0,10.327,,0.0644362,0.47698900000000005,0.26145999999999997,1640908800.0,1585612800.0,,,2172368.0,3318333440.0,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,18.592041000000002,,,,,
AUSS,Austevoll Seafood,Consumer staples,78.1,78.1,78.3,443,,15762.46,-0.0133,-0.0244,0.0597,-0.1045,-0.1703,5392,Consumer Defensive,"Austevoll Seafood ASA, a seafood company, engages in the salmon, white fish, and pelagic businesses in Norway, the European Union, Eastern Europe, Africa, the Pacific, North America, South America, and Central America. The company is involved in the ownership and operation of fishing vessels, as well as farming, harvesting, processing, sale, and distribution of salmon and trout. It also produces white fish products, fishmeals, and fish oils; omega-3 oil; and canned and frozen fish products The company was founded in 1981 and is headquartered in StorebÃ¸, Norway. Austevoll Seafood ASA is a subsidiary of Laco AS.",Storebo,47 56 18 10 00,Norway,[],http://www.auss.no,1.0,Alfabygget,47 56 18 10 03,Farm Products,,79.15,79.15,81.514854,0.025268476,0.8235,,79.15,,175378.0,,79.15,77.96061,2.0,79.15,,175378.0,,,,2.5,1590710400.0,-0.040697000000000004,,,77.8,2.0,NOK,103852.0,,,,15762454528.0,,,315997.0,0.66775393,77.8,78.25,,,103852.0,97.8,,,4.66,65.05,78.25,False,0.031600002,,79.15,OSL,AUSTEVOLL SEAFOOD,Austevoll Seafood ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AUSS.OL,finmb_27488652,no_market,,1.393,,0.03639,11.302999999999999,-0.14617038,,11.99,,201824000.0,,,63.211999999999996,,,,1577750400.0,0.20027999999999999,858918976.0,4.245,,0.0644362,1.2355249,0.57595,1640908800.0,1585612800.0,,,84852895.0,32883480576.0,,,,,,,,,,,,,,https://logo.clearbit.com/auss.no,6507.0,18.398115,,,,,
